Respondent ID,Excel Row,LOHAS Segment,Propensity Score,Propensity Category,Composite Score,Actual Purchase (1-5),Patagonia Engagement (1-5),Environmental Activism (1-5),Willingness to Pay 25% (1-5),Brand Commitment (1-5),Environmental Evangelism (1-5),Price Insensitivity (1-5),Sustainability Importance (1-5),Organic Importance (1-5),Recycling Behavior (1-5),Classification Reasoning
10209368143,245,LOHAS Learner,2.500,Low (Price Conscious),2.800,1,N/A,3,5,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209336310,246,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209334691,247,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.720,1,N/A,3,4,1,N/A,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209325994,248,LOHAS Learner,2.500,Low (Price Conscious),3.273,1,N/A,N/A,4,5,N/A,1,5,5,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209312001,249,LOHAS Leaning,5.000,Very High (Premium Payer),4.000,5,N/A,N/A,4,5,3,1,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209310625,250,LOHAS Leaning,5.000,Very High (Premium Payer),3.517,5,3,N/A,4,1,3,2,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10209302794,251,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.500,1,N/A,N/A,4,1,N/A,1,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209302567,252,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,3,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209299726,253,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209298973,254,LOHAS Leaning,5.000,Very High (Premium Payer),4.241,5,3,3,5,5,N/A,1,5,5,5,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209296715,255,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.727,1,N/A,N/A,4,1,N/A,1,5,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209285036,256,LOHAS Leaning,5.000,Very High (Premium Payer),4.080,5,N/A,N/A,4,5,3,2,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209262395,257,LOHAS Learner,2.500,Low (Price Conscious),3.345,1,3,3,5,5,N/A,1,5,5,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209262275,258,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209253003,259,LOHAS Leaning,5.000,Very High (Premium Payer),4.280,5,N/A,N/A,5,5,3,1,5,4,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209249665,260,LOHAS Learner,2.500,Low (Price Conscious),3.091,1,N/A,N/A,5,1,N/A,2,5,5,5,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209224958,261,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209210794,262,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,N/A,4,1,3,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209193399,263,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.727,1,N/A,N/A,4,1,N/A,2,5,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209192238,264,LOHAS Leaning,5.000,Very High (Premium Payer),3.591,5,N/A,N/A,4,1,N/A,1,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10209192040,265,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209186551,266,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209182644,267,LOHAS Leaning,5.000,Very High (Premium Payer),3.536,5,N/A,3,4,1,3,1,4,5,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10209175978,268,LOHAS Leaning,5.000,Very High (Premium Payer),4.160,5,N/A,N/A,4,5,3,2,4,4,5,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209175255,269,LOHAS Learner,2.500,Low (Price Conscious),3.120,1,N/A,N/A,4,5,3,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209175213,270,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.682,1,N/A,N/A,4,1,N/A,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209155229,271,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.560,1,N/A,3,4,1,N/A,1,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209142681,272,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.720,1,N/A,3,4,1,N/A,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209128983,273,LOHAS Leaning,5.000,Very High (Premium Payer),4.360,5,N/A,3,5,5,N/A,1,5,5,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209122249,274,LOHAS Learner,2.500,Low (Price Conscious),3.240,1,N/A,N/A,4,5,3,2,5,4,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209112170,275,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,3,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209109051,276,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.682,1,N/A,N/A,4,1,N/A,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209090567,277,LOHAS Learner,2.500,Low (Price Conscious),3.120,1,N/A,3,4,5,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209087052,278,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,3,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209039409,279,LOHAS Leaning,5.000,Very High (Premium Payer),3.520,5,N/A,N/A,4,1,3,1,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10209018240,280,LOHAS Leaning,5.000,Very High (Premium Payer),4.227,5,N/A,N/A,4,5,N/A,2,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10209017682,281,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,3,4,1,N/A,1,4,4,5,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209012179,282,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.720,1,N/A,3,4,1,N/A,1,4,5,5,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209011601,283,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.682,1,N/A,N/A,4,1,N/A,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10209001684,284,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.679,1,N/A,3,4,1,3,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208992473,285,LOHAS Learner,2.500,Low (Price Conscious),3.107,1,N/A,3,4,5,3,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208981749,286,LOHAS Leaning,5.000,Very High (Premium Payer),4.103,5,3,N/A,4,5,3,2,5,4,5,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208976365,287,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.682,1,N/A,N/A,4,1,N/A,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208973428,288,LOHAS Leaning,5.000,Very High (Premium Payer),4.240,5,N/A,3,5,5,N/A,1,4,5,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208971167,289,LOHAS Leaning,5.000,Very High (Premium Payer),3.600,5,N/A,3,4,1,N/A,2,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10208924702,290,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208922633,291,LOHAS Leaning,5.000,Very High (Premium Payer),3.600,5,N/A,N/A,4,1,3,1,4,5,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10208917347,292,LOHAS Leaning,5.000,Very High (Premium Payer),4.120,5,N/A,N/A,4,5,3,1,5,4,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208901737,293,LOHAS Leaning,5.000,Very High (Premium Payer),4.250,5,N/A,3,5,5,3,2,4,5,5,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208890191,294,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.560,1,N/A,3,4,1,N/A,1,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208888966,295,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,3,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208885370,296,LOHAS Leaning,5.000,Very High (Premium Payer),3.600,5,N/A,N/A,4,1,3,2,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10208880018,297,LOHAS Learner,2.500,Low (Price Conscious),2.840,1,N/A,N/A,4,1,3,2,5,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208875471,298,LOHAS Leaning,5.000,Very High (Premium Payer),4.160,5,N/A,N/A,4,5,3,2,4,5,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208873574,299,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208860186,300,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.760,1,N/A,3,4,1,N/A,1,5,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208856469,301,LOHAS Leaning,5.000,Very High (Premium Payer),3.773,5,N/A,N/A,5,1,N/A,1,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10208846980,302,LOHAS Leaning,5.000,Very High (Premium Payer),3.800,5,N/A,3,4,1,N/A,1,5,5,5,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10208803062,303,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208792592,304,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208739656,305,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,3,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208739488,306,LOHAS Leaning,5.000,Very High (Premium Payer),3.760,5,N/A,3,5,1,N/A,1,4,4,5,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10208739379,307,LOHAS Leaning,5.000,Very High (Premium Payer),4.000,5,N/A,N/A,4,5,3,1,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208731293,308,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208730292,309,LOHAS Leaning,5.000,Very High (Premium Payer),4.000,5,N/A,N/A,4,5,3,1,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208712464,310,LOHAS Leaning,5.000,Very High (Premium Payer),4.200,5,N/A,N/A,4,5,3,1,5,5,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208699523,311,LOHAS Learner,2.500,Low (Price Conscious),3.286,1,N/A,3,4,5,3,2,5,5,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208694361,312,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,3,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208666906,313,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,3,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208666892,314,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.720,1,N/A,3,4,1,N/A,1,4,5,5,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208662191,315,LOHAS Leaning,5.000,Very High (Premium Payer),3.720,5,N/A,3,4,1,N/A,1,5,5,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10208661232,316,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208660210,317,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.682,1,N/A,N/A,4,1,N/A,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208653697,318,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.560,1,N/A,N/A,4,1,3,1,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208650303,319,LOHAS Leaning,5.000,Very High (Premium Payer),4.080,5,N/A,N/A,4,5,3,2,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208645522,320,LOHAS Learner,2.500,Low (Price Conscious),3.136,1,N/A,N/A,4,5,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208645372,321,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,N/A,4,1,3,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208634339,322,LOHAS Leaning,5.000,Very High (Premium Payer),3.600,5,N/A,N/A,4,1,3,2,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10208631929,323,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.760,1,N/A,3,4,1,N/A,2,5,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208628293,324,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,N/A,4,1,3,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208603552,325,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.682,1,N/A,N/A,4,1,N/A,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208596457,326,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.760,1,N/A,3,4,1,N/A,1,5,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208584288,327,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.720,1,N/A,3,4,1,N/A,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208577311,328,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208574397,329,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208571628,330,LOHAS Leaning,5.000,Very High (Premium Payer),3.607,5,N/A,3,4,1,3,2,4,5,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10208563163,331,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208535664,332,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208532992,333,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,3,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208493277,334,LOHAS Learner,2.500,Low (Price Conscious),3.182,1,N/A,N/A,4,5,N/A,1,5,4,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208463016,335,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,N/A,4,1,3,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208441095,336,LOHAS Leaning,5.000,Very High (Premium Payer),4.200,5,N/A,N/A,4,5,3,1,5,5,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208434005,337,LOHAS Learner,2.500,Low (Price Conscious),3.045,1,N/A,N/A,4,5,N/A,1,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208342122,338,LOHAS Learner,2.500,Low (Price Conscious),3.120,1,N/A,3,4,5,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208329501,339,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,1,4,4,5,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208326685,340,LOHAS Learner,2.500,Low (Price Conscious),2.800,1,N/A,3,5,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208289552,341,LOHAS Leaning,5.000,Very High (Premium Payer),3.600,5,N/A,3,4,1,N/A,1,4,5,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10208274786,342,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.500,1,N/A,N/A,4,1,N/A,1,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208247190,343,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.720,1,N/A,N/A,4,1,3,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208239059,344,LOHAS Learner,2.500,Low (Price Conscious),2.864,1,N/A,N/A,5,1,N/A,1,4,5,5,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208237726,345,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.679,1,N/A,3,4,1,3,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208233024,346,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.679,1,N/A,3,4,1,3,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208227719,347,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.560,1,N/A,3,4,1,N/A,1,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208226596,348,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.679,1,N/A,3,4,1,3,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208225589,349,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.682,1,N/A,N/A,4,1,N/A,1,4,5,5,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208217091,350,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.682,1,N/A,N/A,4,1,N/A,2,4,4,5,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208205289,351,LOHAS Leaning,5.000,Very High (Premium Payer),3.679,5,N/A,3,5,1,3,2,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10208161421,352,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,N/A,4,1,3,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208087424,353,LOHAS Learner,2.500,Low (Price Conscious),3.320,1,N/A,3,4,5,N/A,2,5,5,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10208084079,354,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10208023155,355,LOHAS Learner,2.500,Low (Price Conscious),3.200,1,N/A,N/A,4,5,3,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; Strong brand values alignment; High price sensitivity"
10207999079,356,LOHAS Leaning,5.000,Very High (Premium Payer),4.080,5,N/A,N/A,4,5,3,2,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10207829423,357,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207809490,358,LOHAS Learner,2.500,Low (Price Conscious),2.840,1,N/A,3,4,1,N/A,2,5,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207786805,359,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.636,1,N/A,N/A,4,1,N/A,1,5,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207763185,360,LOHAS Leaning,5.000,Very High (Premium Payer),3.591,5,N/A,N/A,4,1,N/A,1,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10207743109,361,LOHAS Leaning,5.000,Very High (Premium Payer),3.682,5,N/A,N/A,4,1,N/A,1,4,5,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10207715074,362,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.750,1,N/A,3,4,1,3,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207669402,363,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,1,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207657252,364,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207618000,365,LOHAS Leaning,5.000,Very High (Premium Payer),4.080,5,N/A,N/A,4,5,3,2,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10207571174,366,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,3,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207540820,367,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.750,1,N/A,3,4,1,3,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207539793,368,LOHAS Learner,2.500,Low (Price Conscious),2.840,1,N/A,3,4,1,N/A,2,5,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207526543,369,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.500,1,N/A,N/A,4,1,N/A,1,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207522548,370,LOHAS Leaning,5.000,Very High (Premium Payer),3.640,5,N/A,3,4,1,N/A,1,5,4,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10207517781,371,LOHAS Leaning,5.000,Very High (Premium Payer),4.440,5,N/A,N/A,5,5,3,1,5,5,5,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10207513333,372,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.591,1,N/A,N/A,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207510373,373,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.560,1,N/A,3,4,1,N/A,1,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207504726,374,LOHAS Learner,2.500,Low (Price Conscious),2.818,1,N/A,N/A,4,1,N/A,1,5,5,5,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207483003,375,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.560,1,N/A,3,4,1,N/A,1,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207459955,376,LOHAS Leaning,5.000,Very High (Premium Payer),4.500,5,N/A,N/A,5,5,N/A,2,4,5,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10207441945,377,LOHAS Leaning,5.000,Very High (Premium Payer),4.636,5,N/A,N/A,5,5,N/A,1,5,5,5,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10207424922,378,LOHAS Leaning,5.000,Very High (Premium Payer),3.682,5,N/A,N/A,4,1,N/A,2,4,4,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10207413582,379,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.682,1,N/A,N/A,4,1,N/A,2,4,5,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207402866,380,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.720,1,N/A,3,4,1,N/A,2,4,4,5,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207371313,381,LOHAS Leaning,5.000,Very High (Premium Payer),3.773,5,N/A,N/A,4,1,N/A,2,4,5,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10207315152,382,LOHAS Leaning,5.000,Very High (Premium Payer),4.357,5,N/A,3,5,5,3,2,5,5,5,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10207315133,383,LOHAS Leaning,5.000,Very High (Premium Payer),4.200,5,N/A,N/A,4,5,3,1,5,5,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10207294487,384,LOHAS Leaning,5.000,Very High (Premium Payer),4.280,5,N/A,N/A,4,5,3,2,5,5,4,"Very high propensity to pay premium; Has purchased for sustainability; Strong brand values alignment; High price sensitivity"
10207281100,385,LOHAS Leaning,5.000,Very High (Premium Payer),3.643,5,N/A,3,4,1,3,1,5,5,4,"Very high propensity to pay premium; Has purchased for sustainability; High price sensitivity"
10207272169,386,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.640,1,N/A,3,4,1,N/A,2,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
10207266084,387,LOHAS Laggard,1.500,Very Low (Price Sensitive),2.500,1,N/A,N/A,4,1,N/A,1,4,4,4,"Low propensity to pay premium; Never purchased for sustainability; High price sensitivity"
