Respondent ID,Excel Row,LOHAS Segment,Percentile Rank,Propensity Score,Propensity Category,Composite Score,Actual Purchase (1-5),Willingness to Pay 25% (1-5),Patagonia Engagement (1-5),Brand Commitment (1-5),Environmental Evangelism (1-5),Transparency Desire (1-5),Environmental Activism (1-5),Recycling Behavior (1-5),Sustainability Importance (1-5),Organic Importance (1-5),Price Insensitivity (1-5),Classification Reasoning
10205809356,520,LOHAS Leaning,81.1%,5.000,"Very High (Premium Payer - Proven)",3.752,5,4,N/A,1,3,5,3,4,4,5,2,"Top 81% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10202437700,829,LOHAS Leaning,81.0%,5.000,"Very High (Premium Payer - Proven)",3.752,5,4,N/A,5,3,1,3,5,4,4,1,"Top 81% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10207187967,394,LOHAS Leaning,80.9%,5.000,"Very High (Premium Payer - Proven)",3.752,5,4,N/A,1,3,5,3,5,4,5,1,"Top 81% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10211974870,92,LOHAS Leaning,80.8%,5.000,"Very High (Premium Payer - Proven)",3.748,5,4,N/A,5,3,1,N/A,4,4,4,1,"Top 81% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209421437,231,LOHAS Leaning,80.7%,5.000,"Very High (Premium Payer - Proven)",3.748,5,4,N/A,5,3,1,N/A,4,4,4,1,"Top 81% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10208739379,307,LOHAS Leaning,80.6%,5.000,"Very High (Premium Payer - Proven)",3.748,5,4,N/A,5,3,1,N/A,4,4,4,1,"Top 81% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10208730292,309,LOHAS Leaning,80.5%,5.000,"Very High (Premium Payer - Proven)",3.748,5,4,N/A,5,3,1,N/A,4,4,4,1,"Top 81% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10208634339,322,LOHAS Leaning,80.4%,5.000,"Very High (Premium Payer - Proven)",3.748,5,4,N/A,1,3,5,N/A,4,4,4,2,"Top 80% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10207153603,397,LOHAS Leaning,80.3%,5.000,"Very High (Premium Payer - Proven)",3.748,5,5,N/A,1,3,1,N/A,4,5,5,2,"Top 80% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10201690215,918,LOHAS Leaning,80.2%,5.000,"Very High (Premium Payer - Proven)",3.748,5,4,N/A,1,3,5,N/A,4,4,4,2,"Top 80% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10211116012,129,LOHAS Leaning,80.1%,5.000,"Very High (Premium Payer - Proven)",3.748,5,5,N/A,1,3,1,N/A,5,5,5,1,"Top 80% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10201951354,869,LOHAS Leaning,80.0%,5.000,"Very High (Premium Payer - Proven)",3.748,5,4,N/A,1,3,5,N/A,5,4,4,1,"Top 80% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10206844640,449,LOHAS Leaning,79.9%,5.000,"Very High (Premium Payer - Proven)",3.729,5,4,3,1,N/A,5,N/A,4,4,4,2,"Top 80% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10201809257,909,LOHAS Leaning,79.8%,4.000,"High (Premium Payer - Potential)",3.726,1,5,N/A,5,N/A,5,3,5,5,5,2,"Top 80% of respondents; High propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206951403,432,LOHAS Leaning,79.7%,4.000,"High (Premium Payer - Potential)",3.718,1,5,N/A,5,N/A,5,N/A,4,5,5,2,"Top 80% of respondents; High propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10216423035,24,LOHAS Leaning,79.6%,4.000,"High (Premium Payer - Potential)",3.718,1,5,N/A,5,N/A,5,N/A,5,5,5,1,"Top 80% of respondents; High propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201964427,864,LOHAS Leaning,79.5%,4.000,"High (Premium Payer - Potential)",3.718,1,5,N/A,5,N/A,5,N/A,5,5,5,1,"Top 80% of respondents; High propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10204547825,670,LOHAS Leaning,79.4%,5.000,"Very High (Premium Payer - Proven)",3.690,5,4,N/A,1,N/A,5,3,4,4,4,1,"Top 79% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10201578148,948,LOHAS Leaning,79.3%,5.000,"Very High (Premium Payer - Proven)",3.688,5,4,N/A,1,3,5,3,4,4,4,2,"Top 79% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10199250112,1005,LOHAS Leaning,79.2%,5.000,"Very High (Premium Payer - Proven)",3.688,5,4,N/A,1,3,5,3,4,4,4,2,"Top 79% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10211155377,126,LOHAS Leaning,79.1%,5.000,"Very High (Premium Payer - Proven)",3.688,5,4,N/A,1,3,5,3,4,4,5,1,"Top 79% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10209182644,267,LOHAS Leaning,79.0%,5.000,"Very High (Premium Payer - Proven)",3.688,5,4,N/A,1,3,5,3,4,4,5,1,"Top 79% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10206945040,444,LOHAS Leaning,78.9%,5.000,"Very High (Premium Payer - Proven)",3.688,5,4,N/A,1,3,5,3,4,4,5,1,"Top 79% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10202109050,842,LOHAS Leaning,78.8%,5.000,"Very High (Premium Payer - Proven)",3.688,5,4,N/A,1,3,5,3,4,4,5,1,"Top 79% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10204546619,671,LOHAS Leaning,78.7%,5.000,"Very High (Premium Payer - Proven)",3.678,5,4,N/A,1,3,5,N/A,4,4,4,1,"Top 79% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10204239260,713,LOHAS Leaning,78.6%,5.000,"Very High (Premium Payer - Proven)",3.678,5,4,N/A,1,3,5,N/A,4,4,4,1,"Top 79% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10209310625,250,LOHAS Leaning,78.5%,5.000,"Very High (Premium Payer - Proven)",3.662,5,4,3,1,3,5,N/A,4,4,4,2,"Top 79% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10217006523,5,LOHAS Leaning,78.4%,3.000,"Medium (Selective Payer)",3.655,1,5,N/A,5,N/A,5,3,5,5,5,1,"Top 78% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201871249,888,LOHAS Leaning,78.3%,3.000,"Medium (Selective Payer)",3.643,1,5,N/A,5,3,5,N/A,5,5,5,1,"Top 78% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209955102,176,LOHAS Leaning,78.2%,3.000,"Medium (Selective Payer)",3.641,1,5,N/A,5,N/A,5,N/A,4,5,5,1,"Top 78% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10203937747,744,LOHAS Leaning,78.1%,5.000,"Very High (Premium Payer - Proven)",3.641,5,4,N/A,1,N/A,1,N/A,4,5,5,2,"Top 78% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10202599887,819,LOHAS Leaning,78.0%,5.000,"Very High (Premium Payer - Proven)",3.624,5,5,N/A,1,3,1,3,4,5,4,2,"Top 78% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10212019210,89,LOHAS Leaning,77.9%,5.000,"Very High (Premium Payer - Proven)",3.624,5,4,N/A,1,3,5,3,4,4,4,1,"Top 78% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10206949259,433,LOHAS Leaning,77.8%,5.000,"Very High (Premium Payer - Proven)",3.624,5,4,N/A,1,3,5,3,4,4,4,1,"Top 78% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10199259802,995,LOHAS Leaning,77.7%,5.000,"Very High (Premium Payer - Proven)",3.624,5,4,N/A,1,3,5,3,4,4,4,1,"Top 78% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10202356582,834,LOHAS Leaning,77.6%,3.000,"Medium (Selective Payer)",3.602,1,5,N/A,5,N/A,5,N/A,5,4,5,1,"Top 78% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10203297771,800,LOHAS Leaning,77.5%,3.000,"Medium (Selective Payer)",3.592,1,5,N/A,5,3,5,3,5,5,5,1,"Top 78% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10202288222,835,LOHAS Leaning,77.4%,5.000,"Very High (Premium Payer - Proven)",3.592,5,5,N/A,1,3,1,3,4,4,5,2,"Top 77% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10216904350,18,LOHAS Leaning,77.3%,3.000,"Medium (Selective Payer)",3.584,1,5,N/A,5,N/A,5,3,5,5,4,1,"Top 77% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10211191757,124,LOHAS Leaning,77.2%,5.000,"Very High (Premium Payer - Proven)",3.584,5,4,N/A,1,N/A,1,3,4,5,5,2,"Top 77% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10209650751,201,LOHAS Leaning,77.1%,5.000,"Very High (Premium Payer - Proven)",3.584,5,4,N/A,1,N/A,1,3,4,5,5,2,"Top 77% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10208846980,302,LOHAS Leaning,77.0%,5.000,"Very High (Premium Payer - Proven)",3.584,5,4,N/A,1,N/A,1,3,5,5,5,1,"Top 77% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10202008645,854,LOHAS Leaning,76.9%,3.000,"Medium (Selective Payer)",3.584,1,5,N/A,5,N/A,5,3,4,5,5,1,"Top 77% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206957482,425,LOHAS Leaning,76.8%,5.000,"Very High (Premium Payer - Proven)",3.574,5,4,N/A,1,3,1,N/A,4,5,5,2,"Top 77% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10204338902,693,LOHAS Leaning,76.7%,5.000,"Very High (Premium Payer - Proven)",3.574,5,5,N/A,1,3,1,N/A,4,4,4,2,"Top 77% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10201950983,870,LOHAS Leaning,76.6%,5.000,"Very High (Premium Payer - Proven)",3.574,5,4,N/A,1,3,1,N/A,5,5,4,2,"Top 77% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10199624913,954,LOHAS Leaning,76.5%,5.000,"Very High (Premium Payer - Proven)",3.574,5,4,N/A,1,3,1,N/A,4,5,5,2,"Top 77% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10203485405,795,LOHAS Leaning,76.4%,3.000,"Medium (Selective Payer)",3.574,1,5,N/A,5,3,5,N/A,4,5,5,1,"Top 76% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10204198237,721,LOHAS Leaning,76.3%,5.000,"Very High (Premium Payer - Proven)",3.563,5,4,N/A,1,N/A,1,N/A,5,5,4,1,"Top 76% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10201909274,881,LOHAS Leaning,76.2%,5.000,"Very High (Premium Payer - Proven)",3.563,5,4,N/A,1,N/A,1,N/A,4,5,5,1,"Top 76% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10205707313,538,LOHAS Leaning,76.1%,5.000,"Very High (Premium Payer - Proven)",3.539,5,4,N/A,1,3,1,N/A,5,4,5,2,"Top 76% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10208205289,351,LOHAS Leaning,76.0%,5.000,"Very High (Premium Payer - Proven)",3.528,5,5,N/A,1,3,1,3,4,4,4,2,"Top 76% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10207371313,381,LOHAS Leaning,75.9%,5.000,"Very High (Premium Payer - Proven)",3.524,5,4,N/A,1,N/A,1,N/A,4,4,5,2,"Top 76% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10204288556,698,LOHAS Leaning,75.8%,5.000,"Very High (Premium Payer - Proven)",3.524,5,4,N/A,1,N/A,1,N/A,5,4,4,2,"Top 76% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10203100973,802,LOHAS Leaning,75.7%,5.000,"Very High (Premium Payer - Proven)",3.524,5,4,N/A,1,N/A,1,N/A,4,4,5,2,"Top 76% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10209262395,257,LOHAS Leaning,75.6%,3.000,"Medium (Selective Payer)",3.516,1,5,3,5,N/A,5,3,4,5,5,1,"Top 76% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10216965865,9,LOHAS Leaning,75.5%,5.000,"Very High (Premium Payer - Proven)",3.513,5,4,N/A,1,N/A,1,3,4,5,4,2,"Top 76% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10208662191,315,LOHAS Leaning,75.4%,5.000,"Very High (Premium Payer - Proven)",3.513,5,4,N/A,1,N/A,1,3,4,5,5,1,"Top 75% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10206236637,496,LOHAS Leaning,75.3%,5.000,"Very High (Premium Payer - Proven)",3.513,5,4,N/A,1,N/A,1,3,4,5,5,1,"Top 75% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10204450934,678,LOHAS Leaning,75.2%,5.000,"Very High (Premium Payer - Proven)",3.513,5,5,N/A,1,N/A,1,3,4,4,4,1,"Top 75% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10203703070,777,LOHAS Leaning,75.1%,5.000,"Very High (Premium Payer - Proven)",3.513,5,4,N/A,1,N/A,1,3,4,5,5,1,"Top 75% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10209736271,188,LOHAS Leaning,75.0%,5.000,"Very High (Premium Payer - Proven)",3.496,5,4,N/A,1,3,1,3,5,4,5,2,"Top 75% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10210258630,166,LOHAS Leaning,75.0%,5.000,"Very High (Premium Payer - Proven)",3.485,5,4,N/A,1,N/A,1,N/A,4,5,4,1,"Top 75% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10208087424,353,LOHAS Leaning,74.9%,3.000,"Medium (Selective Payer)",3.478,1,4,N/A,5,N/A,5,3,4,5,5,2,"Top 75% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205290601,606,LOHAS Leaning,74.8%,5.000,"Very High (Premium Payer - Proven)",3.478,5,4,N/A,1,N/A,1,3,5,4,5,1,"Top 75% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10211302124,119,LOHAS Leaning,74.7%,5.000,"Very High (Premium Payer - Proven)",3.470,5,4,N/A,1,3,1,N/A,4,4,5,2,"Top 75% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10207035383,418,LOHAS Leaning,74.6%,5.000,"Very High (Premium Payer - Proven)",3.470,5,4,N/A,1,3,1,N/A,5,4,4,2,"Top 75% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10206451445,472,LOHAS Leaning,74.5%,5.000,"Very High (Premium Payer - Proven)",3.470,5,4,N/A,1,3,1,N/A,4,4,5,2,"Top 74% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10205502416,573,LOHAS Leaning,74.4%,5.000,"Very High (Premium Payer - Proven)",3.470,5,4,N/A,1,3,1,N/A,4,4,5,2,"Top 74% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10203731909,773,LOHAS Leaning,74.3%,5.000,"Very High (Premium Payer - Proven)",3.470,5,4,N/A,1,3,1,N/A,4,4,5,2,"Top 74% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10203546590,790,LOHAS Leaning,74.2%,5.000,"Very High (Premium Payer - Proven)",3.470,5,4,N/A,1,3,1,N/A,4,4,5,2,"Top 74% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10204556471,667,LOHAS Leaning,74.1%,5.000,"Very High (Premium Payer - Proven)",3.464,5,4,N/A,1,3,1,3,4,5,5,1,"Top 74% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10212252736,80,LOHAS Leaning,74.0%,5.000,"Very High (Premium Payer - Proven)",3.447,5,4,N/A,1,N/A,1,N/A,4,4,4,2,"Top 74% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10209620177,204,LOHAS Leaning,73.9%,3.000,"Medium (Selective Payer)",3.447,1,4,N/A,5,N/A,5,N/A,4,5,5,1,"Top 74% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209592386,207,LOHAS Leaning,73.8%,3.000,"Medium (Selective Payer)",3.447,1,4,N/A,5,N/A,5,N/A,4,5,4,2,"Top 74% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209325994,248,LOHAS Leaning,73.7%,3.000,"Medium (Selective Payer)",3.447,1,4,N/A,5,N/A,5,N/A,4,5,5,1,"Top 74% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10207072726,409,LOHAS Leaning,73.6%,3.000,"Medium (Selective Payer)",3.447,1,4,N/A,5,N/A,5,N/A,4,5,4,2,"Top 74% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206347944,483,LOHAS Leaning,73.5%,5.000,"Very High (Premium Payer - Proven)",3.447,5,4,N/A,1,N/A,1,N/A,4,4,5,1,"Top 73% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10205707338,536,LOHAS Leaning,73.4%,5.000,"Very High (Premium Payer - Proven)",3.447,5,4,N/A,1,N/A,1,N/A,4,4,4,2,"Top 73% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10205186953,621,LOHAS Leaning,73.3%,5.000,"Very High (Premium Payer - Proven)",3.447,5,4,N/A,1,N/A,1,N/A,4,4,4,2,"Top 73% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10204218453,718,LOHAS Leaning,73.2%,5.000,"Very High (Premium Payer - Proven)",3.447,5,4,N/A,1,N/A,1,N/A,4,4,4,2,"Top 73% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10203803745,764,LOHAS Leaning,73.1%,5.000,"Very High (Premium Payer - Proven)",3.447,5,4,N/A,1,N/A,1,N/A,4,4,4,2,"Top 73% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10203508165,793,LOHAS Leaning,73.0%,5.000,"Very High (Premium Payer - Proven)",3.447,5,4,N/A,1,N/A,1,N/A,4,4,4,2,"Top 73% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10201690931,915,LOHAS Leaning,72.9%,5.000,"Very High (Premium Payer - Proven)",3.447,5,4,N/A,1,N/A,1,N/A,4,4,5,1,"Top 73% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10199498742,973,LOHAS Leaning,72.8%,5.000,"Very High (Premium Payer - Proven)",3.447,5,4,N/A,1,N/A,1,N/A,4,4,4,2,"Top 73% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10199256484,1001,LOHAS Leaning,72.7%,5.000,"Very High (Premium Payer - Proven)",3.447,5,4,N/A,1,N/A,1,N/A,4,4,5,1,"Top 73% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10207522548,370,LOHAS Leaning,72.6%,5.000,"Very High (Premium Payer - Proven)",3.442,5,4,N/A,1,N/A,1,3,4,5,4,1,"Top 73% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10209391186,242,LOHAS Leaning,72.5%,5.000,"Very High (Premium Payer - Proven)",3.435,5,4,N/A,1,3,1,N/A,4,5,4,1,"Top 72% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10208699523,311,LOHAS Leaning,72.4%,3.000,"Medium (Selective Payer)",3.432,1,4,N/A,5,3,5,3,4,5,5,2,"Top 72% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10216935643,15,LOHAS Leaning,72.3%,3.000,"Medium (Selective Payer)",3.407,1,4,N/A,5,N/A,5,3,4,5,4,2,"Top 72% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206904425,448,LOHAS Leaning,72.2%,3.000,"Medium (Selective Payer)",3.407,1,4,N/A,5,N/A,5,3,4,5,4,2,"Top 72% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10210089299,170,LOHAS Leaning,72.1%,3.000,"Medium (Selective Payer)",3.407,1,4,N/A,5,N/A,5,3,4,5,5,1,"Top 72% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10208971167,289,LOHAS Leaning,72.0%,5.000,"Very High (Premium Payer - Proven)",3.407,5,4,N/A,1,N/A,1,3,4,4,4,2,"Top 72% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10207103259,406,LOHAS Leaning,71.9%,5.000,"Very High (Premium Payer - Proven)",3.407,5,4,N/A,1,N/A,1,3,4,4,4,2,"Top 72% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10206113522,505,LOHAS Leaning,71.8%,5.000,"Very High (Premium Payer - Proven)",3.407,5,4,N/A,1,N/A,1,3,4,4,4,2,"Top 72% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10205186947,622,LOHAS Leaning,71.7%,5.000,"Very High (Premium Payer - Proven)",3.407,5,4,N/A,1,N/A,1,3,4,4,4,2,"Top 72% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10208289552,341,LOHAS Leaning,71.6%,5.000,"Very High (Premium Payer - Proven)",3.407,5,4,N/A,1,N/A,1,3,4,4,5,1,"Top 72% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10204371723,689,LOHAS Leaning,71.5%,5.000,"Very High (Premium Payer - Proven)",3.407,5,4,N/A,1,N/A,1,3,4,4,5,1,"Top 71% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10203541629,792,LOHAS Leaning,71.4%,5.000,"Very High (Premium Payer - Proven)",3.407,5,4,N/A,1,N/A,1,3,4,4,5,1,"Top 71% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10202619690,813,LOHAS Leaning,71.3%,5.000,"Very High (Premium Payer - Proven)",3.407,5,4,N/A,1,N/A,1,3,4,4,5,1,"Top 71% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10216896904,19,LOHAS Leaning,71.2%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,4,2,"Top 71% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10208885370,296,LOHAS Leaning,71.1%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,4,2,"Top 71% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10207096527,407,LOHAS Leaning,71.0%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,4,2,"Top 71% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10206116959,504,LOHAS Leaning,70.9%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,4,2,"Top 71% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10205422803,589,LOHAS Leaning,70.8%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,4,2,"Top 71% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10205231416,615,LOHAS Leaning,70.7%,3.000,"Medium (Selective Payer)",3.400,1,4,N/A,5,3,5,3,5,4,5,2,"Top 71% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10204721928,659,LOHAS Leaning,70.6%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,4,2,"Top 71% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10204274853,703,LOHAS Leaning,70.5%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,4,2,"Top 70% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10203662717,779,LOHAS Leaning,70.4%,3.000,"Medium (Selective Payer)",3.400,1,4,N/A,5,3,5,N/A,4,5,4,2,"Top 70% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10203649192,781,LOHAS Leaning,70.3%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,4,2,"Top 70% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10201909337,879,LOHAS Leaning,70.2%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,4,2,"Top 70% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10211737820,101,LOHAS Leaning,70.1%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,5,1,"Top 70% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10210631014,156,LOHAS Leaning,70.0%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,5,4,4,1,"Top 70% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10208922633,291,LOHAS Leaning,69.9%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,5,1,"Top 70% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10205897915,515,LOHAS Leaning,69.8%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,5,4,4,1,"Top 70% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10199261363,991,LOHAS Leaning,69.7%,5.000,"Very High (Premium Payer - Proven)",3.400,5,4,N/A,1,3,1,N/A,4,4,5,1,"Top 70% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10203905836,750,LOHAS Leaning,69.6%,5.000,"Very High (Premium Payer - Proven)",3.390,5,4,3,1,N/A,1,N/A,4,4,4,2,"Top 70% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10210474644,158,LOHAS Leaning,69.5%,3.000,"Medium (Selective Payer)",3.369,1,4,N/A,5,N/A,5,N/A,4,5,4,1,"Top 69% of respondents; Medium propensity; Never purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
